date,product,avg_price,low_price,high_price,n_records,origin,price_pct_ch,rolling_mean,rolling_std,rolling_z,rolling_vol,origin_prev,origin_changed,price_anom,surge,crash,origin_shift_alert,sustained_high,anomaly_any
2026-02-24,丝瓜,2.75,2.5,3.0,1,豫冀,-0.3529411764705882,4.45,0.3794278814760179,-4.480429833956339,0.09435393191505964,豫冀,False,True,False,True,False,False,True
2026-02-25,丝瓜,2.75,2.5,3.0,1,豫冀,0.0,4.383333333333334,0.4857154930922883,-3.362736739021402,0.09435393191505964,豫冀,False,True,False,False,False,False,True
2026-07-21,丝瓜,3.2,2.5,3.8,2,冀/豫冀,0.28,1.695,0.4278756667618353,3.517376931924748,0.18985808785035513,冀/豫冀,False,True,True,False,False,True,True
2026-07-22,丝瓜,3.7,3.5,4.0,2,冀/豫冀,0.15625,1.7641666666666669,0.5626554702132631,3.4405305481160524,0.18250600450979296,冀/豫冀,False,True,True,False,False,True,True
2026-03-04,冬瓜,1.525,1.4,1.7,2,海,-0.1527777777777779,1.8183333333333336,0.0825074012702364,-3.555236606866084,0.04215114424702442,新桂/桂海,True,True,False,True,True,False,True
2026-03-06,冬瓜,1.4,1.1,1.7,2,海,-0.08196721311475408,1.8008333333333333,0.12203082802515816,-3.2846891217577956,0.04551483867813398,海,False,True,False,False,False,False,True
2026-06-03,冬瓜,0.95,0.8,1.1,2,桂/桂鲁,0.28378378378378377,0.6839999999999999,0.06506495428310272,4.088222345359887,0.07680333427376061,桂/桂鲁,False,True,True,False,False,False,True
2026-06-04,冬瓜,1.05,0.9,1.2,2,桂/桂鲁,0.10526315789473695,0.6965,0.09321045893660537,3.7924928600600896,0.07848827379268779,桂/桂鲁,False,True,False,False,False,False,True
2026-06-05,冬瓜,1.09,1.0,1.2,2,桂/桂鲁,0.03809523809523818,0.7103333333333334,0.11753160494488164,3.2303367834100247,0.07764192144817919,桂/桂鲁,False,True,False,False,False,True,True
2026-01-28,南北瓜,2.1,1.7,2.5,1,冀新云,0.10526315789473695,1.8571428571428572,0.070335552511443,3.4528362141981055,0.030001448203747224,冀新云,False,True,False,False,False,False,True
2026-01-29,南北瓜,2.15,1.7,2.6,1,冀新云,0.023809523809523725,1.8672413793103448,0.08790809127899021,3.216525539068707,0.030213437580268752,冀新云,False,True,False,False,False,False,True
2026-02-01,南北瓜,2.4,2.0,2.8,1,冀新云,0.11627906976744184,1.9116666666666666,0.14061645887216445,3.4728035199441414,0.04138584256189336,冀新云,False,True,False,False,False,True,True
2026-03-09,南北瓜,2.2,1.8,2.6,1,冀海云,-0.06382978723404253,2.5566666666666666,0.11651056880677436,-3.0612387384201707,0.02650380885574989,冀海云,False,True,False,False,False,False,True
2026-03-11,南北瓜,2.0,1.5,2.5,1,冀海云,-0.09090909090909094,2.5366666666666666,0.1629117242099456,-3.2942175848256334,0.032370333854636446,冀海云,False,True,False,False,False,False,True
2026-06-17,南北瓜,0.95,0.8,1.1,1,桂海,0.05555555555555558,0.9016666666666667,0.00912870929167869,5.29465138925956,0.014847846772912487,桂海,False,True,False,False,False,False,True
2026-06-18,南北瓜,0.95,0.8,1.1,1,桂海,0.0,0.9033333333333334,0.012685406585069885,3.6787679097011328,0.014847846772912487,桂海,False,True,False,False,False,False,True
2026-06-19,南北瓜,1.15,1.1,1.2,1,桂云川,0.21052631578947367,0.9116666666666667,0.04676303678327639,5.096617964267176,0.057076627173196344,桂海,True,True,True,False,True,True,True
2026-06-20,南北瓜,1.15,1.1,1.2,1,桂云川,0.0,0.9199999999999999,0.06378844344581583,3.6056687947773827,0.057076627173196344,桂云川,False,True,False,False,False,True,True
2026-03-08,卞萝卜,0.85,0.8,0.9,1,冀,0.0625,0.8016666666666669,0.009128709291752753,5.294651389216591,0.016703827619526525,冀,False,True,False,False,False,False,True
2026-03-09,卞萝卜,0.85,0.8,0.9,1,冀,0.0,0.8033333333333333,0.012685406585123092,3.6787679096857113,0.016703827619526525,冀,False,True,False,False,False,False,True
2026-04-11,卞萝卜,0.75,0.7,0.8,1,冀,-0.11764705882352944,0.8466666666666666,0.01825741858350538,-5.294651389216646,0.03144249904852053,冀,False,True,False,False,False,False,True
2026-04-12,卞萝卜,0.75,0.7,0.8,1,冀,0.0,0.8433333333333333,0.02537081317024614,-3.678767909685718,0.03144249904852053,冀,False,True,False,False,False,False,True
2026-05-08,卞萝卜,0.95,0.7,1.2,1,冀,0.2666666666666666,0.7633333333333333,0.043417248545530626,4.299366563289099,0.07126966450997982,冀,False,True,True,False,False,False,True
2026-05-09,卞萝卜,0.95,0.7,1.2,1,冀,0.0,0.7666666666666667,0.05306686305052335,3.454761084309565,0.07126966450997982,冀,False,True,False,False,False,False,True
2026-05-12,卞萝卜,1.1,1.0,1.2,1,冀,0.1578947368421053,0.7883333333333333,0.09067118819016379,3.4373285813020487,0.07998398332524657,冀,False,True,True,False,False,True,True
2026-06-29,卞萝卜,0.7,0.6,0.8,1,冀,-0.06666666666666676,0.7483333333333333,0.009128709291754794,-5.294651389215431,0.01781741612749502,冀,False,True,False,False,False,False,True
2026-06-30,卞萝卜,0.7,0.6,0.8,1,冀,0.0,0.7466666666666666,0.01268540658512462,-3.678767909685268,0.01781741612749502,冀,False,True,False,False,False,False,True
2026-01-21,口蘑,7.75,7.5,8.0,1,豫,-0.06060606060606055,8.226190476190476,0.10910894511799621,-4.364357804719847,0.016197651024995402,豫,False,True,False,False,False,False,True
2026-01-22,口蘑,7.75,7.5,8.0,1,豫,0.0,8.204545454545455,0.14712247158412498,-3.0895719032666253,0.016197651024995402,豫,False,True,False,False,False,False,True
2026-04-01,口蘑,7.5,7.0,8.0,1,豫,-0.032258064516129004,7.741666666666666,0.04564354645874869,-5.294651389218354,0.008621330384271746,豫,False,True,False,False,False,False,True
2026-04-02,口蘑,7.5,7.0,8.0,1,豫,0.0,7.733333333333333,0.06342703292560457,-3.6787679096863464,0.008621330384271746,豫,False,True,False,False,False,False,True
2026-02-24,团生菜,3.75,3.5,4.0,1,冀云,0.875,1.865,0.39417088889867596,4.782189788968791,0.2314482537200877,冀云,False,True,True,False,False,False,True
2026-02-25,团生菜,3.75,3.5,4.0,1,冀云,0.0,1.9183333333333334,0.5216821818411808,3.511077683738666,0.2314482537200877,冀云,False,True,False,False,False,False,True
2026-05-24,团生菜,1.4,1.0,1.8,1,冀京,0.4736842105263157,0.965,0.09390934733688489,4.632126751339315,0.13587323012686317,冀京,False,True,True,False,False,False,True
