date,product,avg_price,low_price,high_price,n_records,origin,price_pct_ch,rolling_mean,rolling_std,rolling_z,rolling_vol,origin_prev,origin_changed,price_anom,surge,crash,origin_shift_alert,sustained_high,anomaly_any
2026-03-02,荠菜,6.25,6.0,6.5,1,,-0.6621621621621622,8.970833333333333,2.601740824158308,-1.0457741632330164,0.6034457792227889,,True,False,False,True,True,False,True
2026-02-24,茴香,1.9,1.8,2.0,1,冀,-0.6545454545454545,3.325,0.8717550668345578,-1.6346334586552367,0.2334137750792238,冀,False,False,False,True,False,False,True
2026-03-23,荠菜,5.0,4.5,5.5,1,,-0.6153846153846154,7.408333333333333,2.908988250866294,-0.8278937986828011,0.5472222506148637,,True,False,False,True,True,False,True
2026-04-18,菠菜,0.95,0.7,1.2,1,冀,-0.5957446808510638,1.65,0.4858338015809833,-1.4408219389471966,0.3790506391596211,冀,False,False,False,True,False,False,True
2026-05-30,水萝卜,0.65,0.6,0.7,1,冀,-0.5873015873015872,1.1383333333333332,0.3039774643794632,-1.6064787379229324,0.4477382098093273,冀,False,False,False,True,False,False,True
2026-02-28,菠菜,1.3,1.0,1.6,1,冀豫鲁,-0.5806451612903225,3.245833333333333,0.630000114030277,-3.088623779582076,0.23186305259107065,冀豫鲁,False,True,False,True,False,False,True
2026-05-30,小白菜,0.7,0.6,0.8,1,冀,-0.5692307692307692,1.37,0.4303867546994083,-1.5567393575295854,0.5227985676138113,冀,False,False,False,True,False,False,True
2026-05-02,小白菜,0.7,0.6,0.8,1,冀,-0.5625,1.1666666666666667,0.2962650646055757,-1.5751660334570683,0.3735879029158539,冀,False,False,False,True,False,False,True
2026-06-01,荠菜,7.4,7.0,7.8,1,,-0.5515151515151515,7.916666666666667,2.6061377597871713,-0.1982499446648054,0.4326366050270686,,True,False,False,True,True,False,True
2026-05-02,菠菜,0.8,0.6,1.0,1,冀,-0.5492957746478873,1.6708333333333334,0.521026975496866,-1.6713785932156047,0.45170605761113086,冀,False,False,False,True,False,False,True
2026-05-23,小白菜,0.8,0.6,1.0,1,冀,-0.5492957746478873,1.2875,0.3893379659423633,-1.252125512137104,0.472353975226072,冀,False,False,False,True,False,False,True
2026-04-25,菠菜,0.85,0.7,1.0,1,冀,-0.5466666666666666,1.6416666666666666,0.5152139383778939,-1.536578511752147,0.4409827982437403,冀,False,False,False,True,False,False,True
2026-05-11,荠菜,7.5,7.0,8.0,1,,-0.5454545454545454,7.079166666666667,2.3264046862847825,0.1808942940213016,0.4295648717847327,,True,False,False,True,True,False,True
2026-05-16,小白菜,0.7,0.6,0.8,1,冀,-0.5333333333333334,1.2308333333333332,0.3689268765350173,-1.4388578525884337,0.48969970049898437,冀,False,False,False,True,False,False,True
2026-02-24,韭菜,2.0,1.5,2.5,1,冀粤,-0.5294117647058824,3.0933333333333333,0.4782751576621787,-2.285992311784653,0.19077387185994593,冀粤,False,False,False,True,False,False,True
2026-05-08,散生菜,0.85,0.7,1.0,1,,-0.5277777777777778,1.6783333333333335,0.1981306314693392,-4.180743417564479,0.14742766221979614,,True,True,False,True,True,False,True
2026-03-07,菠菜,1.25,1.0,1.5,1,冀豫鲁,-0.5238095238095238,2.9091666666666667,0.7324228608709858,-2.2653125063486024,0.4019215455799005,冀豫鲁,False,False,False,True,False,False,True
2026-04-11,菠菜,1.1,0.7,1.5,1,冀,-0.5217391304347825,1.6575,0.4365889528986196,-1.276944815709657,0.3403738344771693,冀,False,False,False,True,False,False,True
2026-04-13,荠菜,4.5,4.0,5.0,1,,-0.52,6.533333333333333,2.272856448784564,-0.8946158189711811,0.4113637945486564,,True,False,False,True,True,False,True
2026-04-18,小白菜,0.65,0.5,0.8,1,冀鲁,-0.5185185185185186,1.1600000000000001,0.28712306624932216,-1.7762418278061425,0.3192227958453397,冀鲁,False,False,False,True,False,False,True
2026-05-09,小白菜,0.8,0.7,0.9,1,冀,-0.5151515151515151,1.2041666666666666,0.3468505673801801,-1.1652472409643277,0.4333109657687521,冀,False,False,False,True,False,False,True
2026-05-23,菠菜,1.25,1.0,1.5,1,冀,-0.5098039215686274,1.6774999999999998,0.511562430881769,-0.8356751281815737,0.438303658072236,冀,False,False,False,True,False,False,True
2026-04-25,小白菜,0.65,0.5,0.8,1,冀鲁,-0.5094339622641508,1.1308333333333331,0.2786732214760056,-1.7254378830752992,0.38959608820399516,冀鲁,False,False,False,True,False,False,True
2026-07-27,鸡毛菜,4.5,4.0,5.0,1,,-0.5,4.525,2.49809410109608,-0.010007629411970987,0.2578311518312312,,True,False,False,True,True,False,True
2026-04-01,荠菜,6.5,6.0,7.0,1,,-0.5,7.120833333333334,3.066870269040804,-0.20243221227857994,0.5603611307021569,,True,False,False,True,True,False,True
2026-06-11,荠菜,4.75,4.5,5.0,1,,-0.5,7.683333333333334,2.6533431525261597,-1.1055235469790647,0.4381466116897461,,True,False,False,True,True,False,True
2026-05-08,紫苏叶,2.75,2.5,3.0,1,,-0.5,6.075,0.7461106047247625,-4.456443828762601,0.13500508740922923,,True,True,False,True,True,False,True
2026-06-27,菠菜,1.25,1.0,1.5,1,蒙,-0.4736842105263158,2.5433333333333334,0.6745986461099209,-1.9171893403453322,0.2662776267924442,蒙,False,False,False,True,False,False,True
2026-07-11,油菜,0.5,0.4,0.6,1,冀京,-0.4736842105263158,0.9041666666666667,0.2128504547609762,-1.8988292372714546,0.34715405910943203,冀京,False,False,False,True,False,False,True
2026-03-11,荠菜,6.25,6.0,6.5,1,,-0.4736842105263158,8.408333333333333,2.8094923253920405,-0.7682289479228801,0.6304093388864702,,True,False,False,True,True,False,True
2026-03-21,小白菜,0.9,0.8,1.0,1,冀鲁,-0.47058823529411764,1.8266666666666669,0.5167843766543476,-1.7931398636040228,0.3249525117126983,冀鲁,False,False,False,True,False,False,True
2026-05-30,菠菜,1.5,1.0,2.0,1,冀蒙,-0.45945945945945943,1.8866666666666667,0.6193619260192762,-0.6242984116763945,0.4799914455478128,冀蒙,False,False,False,True,False,False,True
2026-05-23,水萝卜,0.65,0.6,0.7,1,冀,-0.45833333333333326,1.115,0.2406528476944357,-1.9322439125691324,0.32826175572743926,冀,False,False,False,True,False,False,True
2026-04-11,小白菜,0.8,0.7,0.9,1,冀鲁,-0.4576271186440678,1.2574999999999998,0.3473514318976939,-1.3171098719833352,0.2716909230705962,冀鲁,False,False,False,True,False,False,True
2026-03-14,小白菜,1.05,0.9,1.2,1,冀鲁,-0.4473684210526315,2.0775,0.6132990916853447,-1.6753652727194364,0.3176240397815037,冀鲁,False,False,False,True,False,False,True
2026-03-02,快菜,1.05,0.8,1.3,1,,-0.4473684210526315,1.5633333333333332,0.38505112363956573,-1.3331563052750586,0.18248611184695568,,True,False,False,True,True,False,True
2026-06-20,菠菜,1.5,1.2,1.8,1,蒙,-0.44444444444444453,2.6008333333333336,0.6810388658377833,-1.6164030990788434,0.24419063634884458,蒙,False,False,False,True,False,False,True
2026-07-07,广茄,0.5,0.4,0.6,1,冀,-0.4444444444444444,1.585,0.5092506326913518,-2.1305815454088988,0.12942818884292298,冀,False,False,False,True,False,False,True
2026-06-20,油菜,0.6,0.5,0.7,1,冀京,-0.4418604651162791,1.0491666666666668,0.2767953412171896,-1.6227392581518367,0.2637970000244081,冀京,False,False,False,True,False,False,True
2026-07-04,油菜,0.45,0.4,0.5,1,冀京,-0.4375,1.0008333333333332,0.24189297766507903,-2.2771778604338317,0.2538535233308157,冀京,False,False,False,True,False,False,True
2026-07-18,小白菜,1.65,1.5,1.8,1,冀,-0.4358974358974359,1.4116666666666666,0.5293022950453065,0.45027829194077607,0.36837217959479035,冀,False,False,False,True,False,False,True
2026-03-31,春竹笋,6.5,6.0,7.0,1,,-0.4347826086956522,,,,0.14573787986738876,,True,False,False,True,True,False,True
2026-04-13,快菜,0.65,0.5,0.8,1,,-0.4347826086956521,1.0033333333333334,0.19605300714142432,-1.8022336840691953,0.2486588679976488,,True,False,False,True,True,False,True
2026-05-16,菠菜,1.05,0.8,1.3,1,冀,-0.43243243243243246,1.6108333333333331,0.45342011297535595,-1.2368955793626544,0.4019769697254044,冀,False,False,False,True,False,False,True
2026-03-07,水萝卜,1.25,1.2,1.3,1,鲁,-0.4318181818181819,2.9433333333333334,0.42298881809083844,-4.003257913474402,0.1347487721311807,鲁,False,True,False,True,False,False,True
2026-02-07,小白菜,1.65,1.5,1.8,1,冀鲁,-0.43103448275862066,2.738333333333333,0.4334968745330063,-2.5105909575605665,0.26708336617687445,冀鲁,False,False,False,True,False,False,True
2026-06-13,小白菜,0.7,0.6,0.8,1,冀,-0.4285714285714286,1.3891666666666669,0.4284939208785628,-1.6083464270709689,0.3921024598643931,冀,False,False,False,True,False,False,True
2026-03-31,空心菜,4.3,3.8,4.8,1,,-0.42666666666666664,8.08,1.5936620158269617,-2.3718956481738904,0.11550656755820907,,True,False,False,True,True,False,True
2026-07-25,小白菜,1.25,1.0,1.5,1,冀,-0.425287356321839,1.6024999999999998,0.6268197645586632,-0.5623626119195382,0.37590123776092765,冀,False,False,False,True,False,False,True
2026-05-08,盖菜,0.75,0.5,1.0,1,,-0.42307692307692313,1.4849999999999999,0.37188939772186513,-1.9763940690498092,0.1419866892914132,,True,False,False,True,True,False,True
2026-01-12,荠菜,9.0,8.5,9.5,1,,-0.4193548387096774,,,,0.3175472896943811,,True,False,False,True,True,False,True
2026-06-06,油菜,0.9,0.8,1.0,1,冀京,-0.4193548387096774,0.9516666666666667,0.2674861689409624,-0.19315640457682928,0.26787404376591756,冀京,False,False,False,True,False,False,True
2026-02-02,荠菜,9.0,8.5,9.5,1,,-0.4193548387096774,9.29,2.1061418122560815,-0.13769253253148875,0.2611953526675359,,True,False,False,True,True,False,True
